[INFO]  Node0 Sent: 42
[INFO]  Node0 Received: 0
[INFO]
[INFO]  Node1 Sent: 42
[INFO]  Node1 Received: 0
[INFO]
[INFO]  Node2 Sent: 42
[INFO]  Node2 Received: 0
[INFO]
[INFO]  Node3 Sent: 42
[INFO]  Node3 Received: 0
[INFO]
[INFO]  Node4 Sent: 42
[INFO]  Node4 Received: 0
[INFO]
[INFO]  Node5 Sent: 0
[INFO]  Node5 Received: 42
[INFO]

version 2
run General-0-20231004-12:37:54-2152
attr configname General
attr datetime 20231004-12:37:54
attr experiment General
attr inifile omnetpp.ini
attr iterationvars ""
attr iterationvarsf ""
attr measurement ""
attr network Multihop
attr processid 2152
attr repetition 0
attr replication #0
attr resultdir results
attr runnumber 0
attr seedset 0
param Multihop.node[*].delayTime exponential(0.1s)
param Multihop.node[*].processingTime exponential(0.01s)

vector 0 Multihop.node[0] txVector ETV
vector 1 Multihop.node[1] txVector ETV
vector 2 Multihop.node[2] txVector ETV
vector 3 Multihop.node[3] txVector ETV
vector 4 Multihop.node[4] txVector ETV
vector 5 Multihop.node[5] rxVector ETV
0	1	0.079587450457	0
0	12	4.580261404277	1
0	23	13.98083686726	2
0	34	15.751468583997	3
0	45	19.00709465378	4
0	56	21.50236630912	5
0	67	26.740486693246	6
0	78	27.512693357142	7
0	89	35.583962475699	8
0	100	41.989045191597	9
0	111	49.098941395588	10
0	122	50.138361152796	11
0	133	50.874221256029	12
0	144	52.14288230595	13
0	155	55.143573768037	14
0	166	55.67748587137	15
0	177	56.618405821102	16
0	188	61.304486863067	17
0	199	66.336184904088	18
0	210	71.379201936522	19
0	221	74.056256596499	20
0	232	76.120249868804	21
0	243	83.670629851744	22
0	253	83.750150887556	23
0	265	101.655712022123	24
0	276	101.942746417233	25
0	287	104.860650122462	26
0	298	108.144230388038	27
0	309	120.672150278784	28
0	320	130.689339394404	29
0	331	143.394697536339	30
0	336	143.443114596795	31
0	353	148.660849158112	32
0	364	152.684883222524	33
0	375	153.489878332415	34
0	386	155.200195953269	35
0	397	157.724439186137	36
0	408	168.850708277307	37
0	419	188.08255041557	38
0	430	190.744868256916	39
0	441	192.636481561638	40
0	452	198.035983952426	41
1	3	0.102146758037	0
1	14	4.595771889144	1
1	25	14.01307211148	2
1	36	15.777157545173	3
1	47	19.043077194638	4
1	58	21.512570565004	5
1	69	26.770889835825	6
1	80	27.528882651738	7
1	91	35.604176794442	8
1	102	42.006423464515	9
1	113	49.123823943846	10
1	124	50.148550838488	11
1	135	50.893816735803	12
1	146	52.157337490901	13
1	157	55.154194920942	14
1	168	55.689847938431	15
1	179	56.632926841704	16
1	190	61.359031831529	17
1	201	66.347944039542	18
1	212	71.395481352332	19
1	223	74.067426150597	20
1	234	76.132438674769	21
1	245	83.681651300559	22
1	256	83.797641202152	23
1	267	101.674996807092	24
1	278	101.956070519643	25
