[INFO]  Sent: 47
[INFO]  Received: 44
[INFO]  Sent: 44
[INFO]  Received: 45

version 2
run General-0-20230922-12:01:50-1686
attr configname General
attr datetime 20230922-12:01:50
attr experiment General
attr inifile omnetpp.ini
attr iterationvars ""
attr iterationvarsf ""
attr measurement ""
attr network Tictoc1
attr processid 1686
attr repetition 0
attr replication #0
attr resultdir results
attr runnumber 0
attr seedset 0
param Tictoc1.tic.delayTime exponential(2s)
param Tictoc1.toc.delayTime exponential(0.1s)
param Tictoc1.*.lossProbability 0.1

vector 0 Tictoc1.tic transmissionSignal:vector ETV
attr source transmissionSignal
attr title "tx_t, vector"
vector 1 Tictoc1.toc receptionSignal:vector ETV
attr source receptionSignal
attr title "rx_t, vector"
vector 2 Tictoc1.toc transmissionSignal:vector ETV
attr source transmissionSignal
attr title "tx_t, vector"
vector 3 Tictoc1.tic receptionSignal:vector ETV
attr source receptionSignal
attr title "rx_t, vector"
0	1	0.548813502304	0
0	5	4.593615002258	1
0	9	6.56317181581	2
0	13	8.772289517264	3
0	17	10.171840727402	4
0	21	10.710962507792	5
0	25	11.910002331773	6
0	29	15.611314344185	7
0	33	17.555568306707	8
0	37	21.632132243842	9
0	39	22.632132243842	9
0	43	24.93047336307	10
0	45	25.93047336307	10
0	49	32.609561986766	11
0	53	36.905313588016	12
0	57	38.773254120286	13
0	61	40.372513247028	14
0	65	42.996044727847	15
0	69	45.366431246767	16
0	73	47.123573531752	17
0	77	48.941364583273	18
0	81	50.478310559358	19
0	85	53.675440539064	20
0	89	54.424445762855	21
0	93	54.676910703986	22
0	97	55.297321776785	23
0	101	57.441561924728	24
0	105	62.587180175284	25
0	109	63.737991773068	26
0	113	68.648147137131	27
0	117	68.982833840642	28
0	121	71.410393350372	29
0	125	72.101549369139	30
0	129	75.093437617564	31
0	133	76.29124789399	32
0	137	76.654056986169	33
0	141	85.863637779038	34
0	145	88.190054116558	35
0	149	88.842683131951	36
0	153	90.892389110711	37
0	157	92.401778740401	38
0	161	94.58353458939	39
0	165	95.058695531967	40
0	169	96.12861443843	41
0	173	96.917039164772	42
0	177	99.335579322303	43
0	181	99.741235543196	44
1	2	0.648813502304	1
1	6	4.693615002258	2
1	10	6.66317181581	3
1	14	8.872289517264	4
1	18	10.271840727402	5
1	22	10.810962507792	6
1	26	12.010002331773	7
1	30	15.711314344185	8
1	34	17.655568306707	9
1	40	22.732132243842	10
1	46	26.03047336307	11
1	50	32.709561986766	12
1	54	37.005313588016	13
1	58	38.873254120286	14
1	62	40.472513247028	15
1	66	43.096044727847	16
1	70	45.466431246767	17
1	74	47.223573531752	18
1	78	49.041364583273	19
1	82	50.578310559358	20
1	86	53.775440539064	21
1	90	54.524445762855	22
1	94	54.776910703986	23
1	98	55.397321776785	24
1	102	57.541561924728	25
1	106	62.687180175284	26
1	110	63.837991773068	27
1	114	68.748147137131	28
1	118	69.082833840642	29
1	122	71.510393350372	30
1	126	72.201549369139	31
1	130	75.193437617564	32
1	134	76.39124789399	33
1	138	76.754056986169	34
1	142	85.963637779038	35
1	146	88.290054116558	36
1	150	88.942683131951	37
1	154	90.992389110711	38
1	158	92.501778740401	39
1	162	94.68353458939	40
1	166	95.158695531967	41
1	170	96.22861443843	42
1	174	97.017039164772	43
1	178	99.435579322303	44
1	182	99.841235543196	45
2	3	0.774406578109	1
2	7	4.888769535846	2
2	11	6.718276664477	3
2	15	8.920802333636	4
2	19	10.494193169606	5
2	23	10.842798121876	6
2	27	12.166891943535	7
2	31	15.776702600907	8
2	35	17.915393715292	9
2	41	22.741248346454	10
2	47	26.209222129414	11
2	51	32.724685072132	12
2	55	37.38983577493	13
2	59	39.034654327775	14
2	63	40.624166844427	15
2	67	43.223567498069	16
2	71	45.481904214817	17
2	75	47.365709999761	18
2	79	49.094921155296	19
2	83	50.598930887561	20
2	87	53.836348781382	21
2	91	54.538973565584	22
2	95	54.873048797893	23
2	99	55.422465969992	24
2	103	57.829353426856	25
2	107	62.746954782966	26
2	111	63.895445013742	27
2	115	68.758603259709	28
2	119	69.192725087397	29
2	123	71.529135956974	30
2	127	72.215352237982	31
2	131	75.287043773541	32
2	135	76.475690673343	33
2	139	76.854644086686	34
2	143	85.974401289854	35
2	147	88.3908560411	36
2	151	89.04855740346	37
2	155	91.045895578419	38
2	159	92.529806441249	39
2	163	94.724784712382	40
2	167	95.265502751682	41
2	171	96.379277971757	42
2	175	97.063040560546	43
2	179	99.436945780146	44
3	4	0.874406578109	1
3	8	4.988769535846	2
3	12	6.818276664477	3
3	16	9.020802333636	4
3	20	10.594193169606	5
3	24	10.942798121876	6
3	28	12.266891943535	7
3	32	15.876702600907	8
3	36	18.015393715292	9
3	42	22.841248346454	10
3	48	26.309222129414	11
3	52	32.824685072132	12
3	56	37.48983577493	13
3	60	39.134654327775	14
3	64	40.724166844427	15
3	68	43.323567498069	16
3	72	45.581904214817	17
3	76	47.465709999761	18
3	80	49.194921155296	19
3	84	50.698930887561	20
3	88	53.936348781382	21
3	92	54.638973565584	22
3	96	54.973048797893	23
3	100	55.522465969992	24
3	104	57.929353426856	25
3	108	62.846954782966	26
3	112	63.995445013742	27
3	116	68.858603259709	28
3	120	69.292725087397	29
3	124	71.629135956974	30
3	128	72.315352237982	31
3	132	75.387043773541	32
3	136	76.575690673343	33
3	140	76.954644086686	34
3	144	86.074401289854	35
3	148	88.4908560411	36
3	152	89.14855740346	37
3	156	91.145895578419	38
3	160	92.629806441249	39
3	164	94.824784712382	40
3	168	95.365502751682	41
3	172	96.479277971757	42
3	176	97.163040560546	43
3	180	99.536945780146	44

